,S1Temp,S2Temp,S3Temp,S1Light,S2Light,S3Light,PIR1,PIR2,Persons,Overcrowded,Slope_CO2,Parts of the day
603,0.04,-0.01,-0.04,0,0,0,0,0,0,0,0.0,1
604,-0.04,-0.06,-0.1,0,0,0,0,0,0,0,0.0,1
605,0.01,0.0,-0.05,0,0,0,0,0,0,0,0.0,1
606,-0.08,0.1,-0.06,0,0,0,0,0,0,0,0.0,1
607,-0.09,0.0,-0.02,0,0,0,0,0,0,0,0.0,1
608,0.01,-0.01,-0.06,0,0,0,0,0,0,0,0.0,1
609,0.04,-0.05,-0.05,0,0,0,0,0,0,0,0.0,1
610,0.01,0.02,-0.07,0,0,0,0,0,0,0,0.0,1
611,-0.02,-0.02,-0.04,0,0,0,0,0,0,0,0.0,1
612,-0.01,-0.07,-0.01,0,0,0,0,0,0,0,0.0,1
613,-0.1,-0.02,-0.08,0,0,0,0,0,0,0,0.0,1
614,0.01,0.01,-0.03,0,0,0,0,0,0,0,0.0,1
615,-0.11,-0.01,-0.01,0,0,0,0,0,0,0,0.0,1
616,-0.05,0.01,-0.09,0,0,0,0,0,0,0,0.0,1
617,-0.02,0.05,-0.05,0,0,0,0,0,0,0,0.0,1
618,0.04,-0.07,-0.05,0,0,0,0,0,0,0,0.0,1
619,0.02,0.04,-0.02,0,0,0,0,0,0,0,0.0,1
620,-0.12,0.02,-0.06,0,0,0,0,0,0,0,0.0,1
621,-0.09,0.0,0.02,0,0,0,0,0,0,0,0.0,1
622,-0.09,-0.06,-0.15,0,0,0,0,0,0,0,0.0,1
623,-0.07,-0.11,-0.08,0,0,0,0,0,0,0,0.0,1
624,-0.04,-0.09,-0.13,0,0,0,0,0,0,0,0.0,1
625,0.0,-0.02,0.0,0,0,0,0,0,0,0,0.0,1
626,-0.05,-0.02,0.06,0,0,0,0,0,0,0,0.0,1
627,-0.08,-0.02,-0.14,0,0,0,0,0,0,0,0.0,1
628,-0.08,0.05,-0.13,0,0,0,0,0,0,0,0.0,1
629,0.05,-0.08,-0.07,0,0,0,0,0,0,0,0.0,1
630,0.07,0.04,-0.05,0,0,0,0,0,0,0,0.0,1
631,0.04,-0.07,-0.12,0,0,0,0,0,0,0,0.0,1
632,-0.03,-0.08,0.0,0,0,0,0,0,0,0,0.0,1
633,0.04,0.02,0.05,0,0,0,0,0,0,0,0.0,1
634,0.07,0.04,-0.04,0,0,0,0,0,0,0,0.0,1
635,0.01,-0.1,-0.05,0,0,0,0,0,0,0,0.0,1
636,0.01,-0.09,-0.03,0,0,0,0,0,0,0,0.0,1
637,0.04,0.04,0.01,0,0,0,0,0,0,0,0.0,1
638,-0.12,-0.07,0.06,0,0,0,0,0,0,0,0.0,1
639,-0.03,0.07,0.09,0,0,0,0,0,0,0,0.0,1
640,0.06,0.0,-0.08,0,0,0,0,0,0,0,0.0,1
641,0.07,0.02,-0.11,0,0,0,0,0,0,0,0.0,1
642,0.01,-0.14,0.03,0,0,0,0,0,0,0,0.0,1
643,0.0,-0.06,-0.08,0,0,0,0,0,0,0,0.0,1
644,-0.07,-0.06,-0.04,0,0,0,0,0,0,0,0.0,1
645,-0.09,-0.11,-0.09,0,0,0,0,0,0,0,0.0,1
646,-0.01,0.0,-0.09,0,0,0,0,0,0,0,0.0,1
647,0.02,-0.09,0.01,0,0,0,0,0,0,0,5.0,1
648,-0.06,0.0,0.0,0,0,0,0,0,0,0,-5.0,1
649,0.06,-0.08,0.01,0,0,0,0,0,0,0,-5.0,1
650,0.01,-0.04,0.06,0,0,0,0,0,0,0,-5.0,1
651,-0.08,0.01,-0.06,0,0,0,0,0,0,0,0.0,1
652,0.08,-0.13,-0.08,0,0,0,0,0,0,0,0.0,1
653,-0.1,0.01,0.05,0,0,0,0,0,0,0,0.0,1
654,-0.01,-0.06,-0.08,0,0,0,0,0,0,0,0.0,1
655,-0.02,-0.11,-0.06,0,0,0,0,0,0,0,0.0,1
656,0.01,-0.13,0.03,0,0,0,0,0,0,0,0.0,1
657,0.07,-0.05,0.0,0,0,0,0,0,0,0,0.0,1
658,0.0,0.0,-0.06,0,0,0,0,0,0,0,0.0,1
659,-0.05,0.0,-0.03,0,0,0,0,0,0,0,0.0,1
660,-0.02,-0.01,-0.04,0,0,0,0,0,0,0,0.0,1
661,0.01,0.01,0.04,0,0,0,0,0,0,0,0.0,1
662,0.04,0.0,0.01,0,0,0,0,0,0,0,0.0,1
663,-0.04,-0.07,-0.02,0,0,0,0,0,0,0,0.0,1
664,-0.01,-0.12,-0.02,0,0,0,0,0,0,0,0.0,1
665,-0.01,-0.03,0.01,0,0,0,0,0,0,0,0.0,1
666,0.06,-0.05,0.01,0,0,0,0,0,0,0,0.0,1
667,-0.07,-0.08,0.04,0,0,0,0,0,0,0,0.0,1
668,-0.04,0.06,0.01,0,0,0,0,0,0,0,0.0,1
669,-0.04,-0.09,-0.02,0,0,0,0,0,0,0,0.0,1
670,-0.01,-0.08,0.01,0,0,0,0,0,0,0,0.0,1
671,0.02,0.0,-0.08,0,0,0,0,0,0,0,0.0,1
672,-0.01,0.07,0.02,0,0,0,0,0,0,0,0.0,1
673,0.03,0.01,-0.08,0,0,0,0,0,0,0,0.0,1
674,0.02,0.07,-0.05,0,0,0,0,0,0,0,0.0,1
675,-0.01,0.08,0.01,0,0,0,0,0,0,0,0.0,1
676,0.0,-0.06,-0.02,0,0,0,0,0,0,0,0.0,1
677,0.02,0.0,-0.07,0,0,0,0,0,0,0,0.0,1
678,-0.03,-0.11,-0.09,0,0,0,0,0,0,0,0.0,1
679,-0.02,0.06,-0.05,0,0,0,0,0,0,0,0.0,1
680,-0.07,-0.01,-0.04,0,0,0,0,0,0,0,0.0,1
681,-0.07,-0.01,0.05,0,0,0,0,0,0,0,0.0,1
682,-0.03,0.0,-0.13,0,0,0,0,0,0,0,0.0,1
683,-0.03,-0.1,-0.05,0,0,0,0,0,0,0,-5.0,1
684,-0.01,-0.07,0.0,0,0,0,0,0,0,0,0.0,1
685,-0.05,-0.01,0.05,0,0,0,0,0,0,0,0.0,1
686,0.05,0.03,-0.05,0,0,0,0,0,0,0,0.0,1
687,0.0,-0.06,-0.02,0,0,0,0,0,0,0,0.0,1
688,-0.04,-0.04,-0.04,0,0,0,0,0,0,0,0.0,1
689,-0.05,-0.14,0.01,0,0,0,0,0,0,0,0.0,1
690,-0.03,0.0,-0.08,0,0,0,0,0,0,0,0.0,1
691,0.0,-0.02,-0.02,0,0,0,0,0,0,0,-5.0,1
692,0.03,0.04,0.0,0,0,0,0,0,0,0,0.0,1
693,0.0,0.0,-0.06,0,0,0,0,0,0,0,-5.0,1
694,-0.01,-0.04,-0.04,0,0,0,0,0,0,0,0.0,1
695,-0.07,0.04,-0.1,0,0,0,0,0,0,0,0.0,1
696,-0.04,-0.03,0.02,0,0,0,0,0,0,0,0.0,1
697,0.0,0.0,-0.05,0,0,0,0,0,0,0,0.0,1
698,-0.03,-0.05,0.02,0,0,0,0,0,0,0,5.0,1
699,-0.05,-0.02,-0.11,0,0,0,0,0,0,0,5.0,1
700,-0.09,-0.02,-0.13,0,0,0,0,0,0,0,5.0,1
701,0.04,-0.03,-0.08,0,0,0,0,0,0,0,0.0,1
702,-0.1,0.07,0.0,0,0,0,0,0,0,0,0.0,1
703,0.04,-0.03,-0.07,0,0,0,0,0,0,0,0.0,1
704,0.0,0.07,-0.01,0,0,0,0,0,0,0,0.0,1
705,-0.05,0.04,0.0,0,0,0,0,0,0,0,0.0,1
706,0.02,0.05,-0.13,0,0,0,0,0,0,0,0.0,1
707,0.02,0.03,-0.11,0,0,0,0,0,0,0,0.0,1
708,-0.02,0.0,0.03,0,0,0,0,0,0,0,0.0,1
709,0.01,-0.06,-0.1,0,0,0,0,0,0,0,0.0,1
710,0.0,-0.01,-0.09,0,0,0,0,0,0,0,-5.0,1
711,-0.06,-0.05,-0.1,0,0,0,0,0,0,0,0.0,1
712,-0.13,-0.03,-0.04,0,0,0,0,0,0,0,-5.0,1
713,0.03,-0.01,-0.03,0,0,0,0,0,0,0,-5.0,1
714,0.05,0.09,-0.05,0,0,0,0,0,0,0,-5.0,1
715,-0.06,0.04,-0.15,0,0,0,0,0,0,0,-5.0,1
716,0.01,0.02,-0.02,0,0,0,0,0,0,0,-5.0,1
717,-0.05,-0.04,-0.09,0,0,0,0,0,0,0,-5.0,1
718,0.02,-0.15,-0.1,0,0,0,0,0,0,0,0.0,1
719,-0.04,0.04,-0.03,0,0,0,0,0,0,0,0.0,1
720,0.04,0.04,-0.14,0,0,0,0,0,0,0,0.0,1
721,-0.04,-0.03,0.03,0,0,0,0,0,0,0,0.0,1
722,0.03,-0.06,0.06,0,0,0,0,0,0,0,0.0,1
723,0.05,0.08,0.06,0,0,0,0,0,0,0,0.0,1
724,-0.09,-0.1,-0.01,0,0,0,0,0,0,0,0.0,1
725,-0.07,-0.1,-0.1,0,0,0,0,0,0,0,0.0,1
726,-0.07,-0.01,-0.07,0,0,0,0,0,0,0,0.0,1
727,-0.03,-0.04,0.02,0,0,0,0,0,0,0,-5.0,1
728,0.0,0.0,0.08,0,0,0,0,0,0,0,0.0,1
729,-0.03,-0.04,0.01,0,0,0,0,0,0,0,0.0,1
730,0.01,-0.09,-0.03,0,0,0,0,0,0,0,-5.0,1
731,-0.03,0.07,0.02,0,0,0,0,0,0,0,-5.0,1
732,0.06,-0.06,-0.03,0,0,0,0,0,0,0,0.0,1
733,-0.08,0.0,-0.08,0,0,0,0,0,0,0,5.0,1
734,-0.08,0.03,-0.02,0,0,0,0,0,0,0,0.0,1
735,0.06,0.03,-0.1,0,0,0,0,0,0,0,-5.0,1
736,-0.11,-0.09,-0.03,0,0,0,0,0,0,0,-5.0,1
737,-0.12,-0.08,-0.04,0,0,0,0,0,0,0,-5.0,1
738,-0.03,0.03,-0.07,0,0,0,0,0,0,0,-5.0,1
739,0.02,0.05,-0.15,0,0,0,0,0,0,0,0.0,1
740,-0.1,0.01,0.1,0,0,0,0,0,0,0,-5.0,1
741,-0.06,-0.02,0.04,0,0,0,0,0,0,0,0.0,1
742,-0.07,0.01,-0.1,0,0,0,0,0,0,0,-5.0,1
743,-0.09,0.03,0.08,0,0,0,0,0,0,0,0.0,1
744,-0.05,-0.02,-0.01,0,0,0,0,0,0,0,0.0,1
745,0.04,-0.08,-0.01,0,0,0,0,0,0,0,-5.0,1
746,-0.01,0.02,-0.02,0,0,0,0,0,0,0,-5.0,1
747,-0.08,0.0,-0.06,0,0,0,0,0,0,0,-5.0,1
748,0.1,-0.02,-0.07,0,0,0,0,0,0,0,-5.0,1
749,-0.04,0.04,-0.03,0,0,0,0,0,0,0,-5.0,1
750,-0.04,-0.01,0.01,0,0,0,0,0,0,0,-5.0,1
751,-0.13,-0.07,0.03,0,0,0,0,0,0,0,-5.0,1
752,-0.01,-0.07,-0.05,0,0,0,0,0,0,0,-5.0,1
753,-0.02,-0.01,0.01,0,0,0,0,0,0,0,-5.0,1
754,0.02,-0.06,0.0,0,0,0,0,0,0,0,-5.0,1
755,-0.04,0.0,-0.03,0,0,0,0,0,0,0,-5.0,1
756,-0.09,-0.06,0.05,0,0,0,0,0,0,0,-5.0,1
757,-0.14,-0.04,0.07,0,0,0,0,0,0,0,-5.0,1
758,-0.08,0.03,-0.07,0,0,0,0,0,0,0,-5.0,1
759,0.0,-0.1,0.08,0,0,0,0,0,0,0,-5.0,1
760,-0.1,-0.05,0.0,0,0,0,0,0,0,0,0.0,1
761,0.02,0.0,0.02,0,0,0,0,0,0,0,0.0,1
762,-0.03,0.03,-0.11,0,0,0,0,0,0,0,5.0,1
763,-0.01,-0.04,0.0,0,0,0,0,0,0,0,5.0,1
764,-0.01,-0.09,0.04,0,0,0,0,0,0,0,5.0,1
765,0.03,-0.01,0.02,0,0,0,0,0,0,0,5.0,1
766,-0.13,-0.09,-0.02,0,0,0,0,0,0,0,5.0,1
767,0.05,-0.06,0.02,0,0,0,0,0,0,0,5.0,1
768,-0.09,0.01,0.01,0,0,0,0,0,0,0,0.0,1
769,-0.03,0.0,-0.11,0,0,0,0,0,0,0,0.0,1
770,-0.03,-0.01,0.01,0,0,0,0,0,0,0,0.0,1
771,-0.05,0.01,-0.17,0,0,0,0,0,0,0,-5.0,1
772,-0.01,-0.02,-0.12,0,0,0,0,0,0,0,-5.0,1
773,-0.14,-0.03,-0.01,0,0,0,0,0,0,0,-5.0,1
774,0.05,0.03,-0.05,0,0,0,0,0,0,0,-5.0,1
775,0.1,-0.03,0.0,0,0,0,0,0,0,0,-5.0,1
776,0.02,-0.01,-0.01,0,0,0,0,0,0,0,0.0,1
777,0.01,-0.06,-0.07,0,0,0,0,0,0,0,5.0,1
778,0.01,-0.1,-0.1,0,0,0,0,0,0,0,0.0,1
779,-0.01,-0.01,-0.13,0,0,0,0,0,0,0,0.0,1
780,-0.03,0.0,0.0,0,0,0,0,0,0,0,0.0,1
781,0.01,-0.11,-0.13,0,0,0,0,0,0,0,0.0,1
782,-0.03,0.02,0.08,0,0,0,0,0,0,0,0.0,1
783,0.0,-0.02,0.06,0,0,0,0,0,0,0,-5.0,1
784,0.02,-0.12,0.01,0,0,0,0,0,0,0,-5.0,1
785,-0.08,-0.04,-0.01,0,0,0,0,0,0,0,5.0,1
786,0.05,0.05,-0.01,0,0,0,0,0,0,0,5.0,1
787,0.05,0.0,0.02,0,0,0,0,0,0,0,5.0,1
788,0.0,-0.1,-0.03,0,0,0,0,0,0,0,5.0,1
789,-0.06,-0.07,-0.05,0,0,0,0,0,0,0,0.0,1
790,0.02,-0.12,-0.07,0,0,0,0,0,0,0,5.0,1
791,-0.08,-0.06,-0.04,0,0,0,0,0,0,0,5.0,1
792,-0.03,-0.12,-0.1,0,0,0,0,0,0,0,0.0,1
793,0.02,-0.1,-0.06,0,0,0,0,0,0,0,5.0,1
794,0.04,-0.04,-0.05,0,0,0,0,0,0,0,-5.0,1
795,0.0,0.03,-0.07,0,0,0,0,0,0,0,0.0,1
796,-0.06,-0.05,-0.1,0,0,0,0,0,0,0,0.0,1
797,-0.03,-0.02,-0.06,0,0,0,0,0,0,0,5.0,1
798,-0.11,-0.04,-0.01,0,0,3,0,0,0,0,5.0,1
799,0.01,-0.11,0.02,0,0,3,0,0,0,0,0.0,1
800,0.05,-0.04,-0.06,0,0,3,0,0,0,0,0.0,1
801,-0.01,0.05,-0.09,0,0,3,0,0,0,0,5.0,1
802,0.0,-0.02,-0.02,0,0,3,0,0,0,0,0.0,1
803,-0.06,-0.04,-0.06,0,0,3,0,0,0,0,0.0,1
804,-0.02,-0.04,-0.05,0,0,3,0,0,0,0,0.0,1
805,0.0,-0.08,-0.06,0,0,3,0,0,0,0,0.0,1
806,0.04,-0.01,-0.07,0,0,3,0,0,0,0,0.0,1
807,0.01,-0.07,-0.08,0,0,3,0,0,0,0,5.0,1
808,0.05,-0.09,-0.01,0,0,6,0,0,0,0,5.0,1
809,-0.07,0.01,-0.08,0,0,6,0,0,0,0,5.0,1
810,0.03,-0.05,-0.04,0,0,6,0,0,0,0,5.0,1
811,-0.1,-0.04,-0.1,0,0,6,0,0,0,0,-5.0,1
812,0.01,-0.04,-0.02,0,0,6,0,0,0,0,0.0,1
813,-0.01,-0.04,-0.08,0,0,6,0,0,0,0,0.0,1
814,-0.05,-0.06,-0.14,0,0,6,0,0,0,0,-5.0,1
815,-0.02,-0.04,-0.07,0,0,6,0,0,0,0,-5.0,1
816,-0.06,0.04,-0.08,0,0,6,0,0,0,0,-5.0,1
817,-0.03,0.05,-0.09,0,0,9,0,0,0,0,-5.0,1
818,0.03,0.02,-0.03,0,0,9,0,0,0,0,-5.0,1
819,0.01,-0.05,0.01,0,0,9,0,0,0,0,-5.0,1
820,-0.05,-0.13,-0.03,0,0,9,0,0,0,0,-5.0,1
821,-0.03,-0.07,0.1,0,0,9,0,0,0,0,0.0,1
822,-0.04,-0.03,-0.03,0,0,9,0,0,0,0,0.0,1
823,0.08,-0.06,-0.06,0,0,9,0,0,0,0,0.0,1
824,0.02,-0.02,0.03,0,0,12,0,0,0,0,0.0,1
825,-0.06,-0.02,-0.06,0,0,12,0,0,0,0,5.0,1
826,0.01,-0.02,-0.01,0,0,12,0,0,0,0,-5.0,1
827,0.01,-0.02,0.05,0,0,12,0,0,0,0,-5.0,1
828,0.02,0.08,-0.01,0,0,12,0,0,0,0,-5.0,1
829,-0.04,-0.04,0.02,0,0,12,0,0,0,0,-5.0,1
830,-0.01,0.01,-0.04,0,0,12,0,0,0,0,0.0,1
831,0.0,0.06,-0.07,0,0,15,0,0,0,0,0.0,1
832,-0.07,0.0,-0.08,0,0,15,0,0,0,0,-5.0,1
833,-0.01,-0.04,-0.06,0,0,15,0,0,0,0,0.0,1
834,-0.04,0.09,-0.1,0,0,15,0,0,0,0,5.0,1
835,-0.09,0.04,-0.01,0,0,15,0,0,0,0,0.0,1
836,-0.09,-0.07,-0.03,0,0,15,0,0,0,0,-5.0,1
837,-0.12,0.0,-0.12,0,0,15,0,0,0,0,0.0,1
838,0.03,-0.02,0.01,0,0,15,0,0,0,0,0.0,1
839,0.07,-0.04,-0.03,0,0,15,0,0,0,0,-5.0,1
840,-0.09,-0.02,-0.03,0,0,15,0,0,0,0,0.0,1
841,0.05,-0.04,0.01,0,0,15,0,0,0,0,-5.0,1
842,-0.03,0.05,0.05,0,0,15,0,0,0,0,5.0,1
843,-0.04,-0.01,-0.06,0,0,18,0,0,0,0,0.0,1
844,0.01,-0.01,0.03,0,0,18,0,0,0,0,5.0,1
845,-0.06,-0.06,0.0,0,0,18,0,0,0,0,0.0,1
846,-0.1,-0.06,0.1,0,0,18,0,0,0,0,0.0,1
847,0.0,-0.03,0.02,0,0,18,0,0,0,0,0.0,1
848,-0.02,0.04,-0.02,3,0,18,0,0,0,0,-5.0,1
849,0.03,0.07,0.01,3,3,21,0,0,0,0,5.0,1
850,-0.01,-0.02,0.03,3,3,21,0,0,0,0,5.0,1
851,0.0,0.0,0.01,3,3,21,0,0,0,0,0.0,1
852,0.06,-0.02,0.03,3,3,21,0,0,0,0,5.0,1
853,-0.09,-0.05,-0.05,3,3,21,0,0,0,0,5.0,1
854,-0.04,-0.01,-0.01,3,3,24,0,0,0,0,5.0,1
855,-0.09,0.04,0.01,3,3,24,0,0,0,0,5.0,1
856,-0.08,-0.02,-0.02,3,3,24,0,0,0,0,5.0,1
857,0.0,0.06,-0.07,3,3,24,0,0,0,0,0.0,1
858,-0.08,-0.01,-0.05,3,3,24,0,0,0,0,0.0,1
859,-0.08,0.08,-0.02,3,3,27,0,0,0,0,0.0,1
860,0.01,0.03,0.04,3,3,27,0,0,0,0,0.0,1
861,-0.06,0.02,0.06,3,3,27,0,0,0,0,0.0,1
862,0.01,-0.02,-0.01,3,3,27,0,0,0,0,-5.0,1
863,-0.1,0.02,-0.02,3,3,30,0,0,0,0,0.0,1
864,-0.04,0.04,0.04,3,3,30,0,0,0,0,5.0,1
865,-0.04,0.0,0.08,3,3,30,0,0,0,0,5.0,1
866,0.05,0.0,0.03,3,3,30,0,0,0,0,5.0,1
867,0.02,-0.04,0.09,3,3,30,0,0,0,0,5.0,1
868,-0.07,0.04,0.05,3,3,30,0,0,0,0,5.0,1
869,-0.04,-0.04,0.01,3,3,30,0,0,0,0,5.0,1
870,-0.02,0.03,0.02,3,3,30,0,0,0,0,5.0,1
871,0.05,-0.01,-0.08,3,3,30,0,0,0,0,5.0,1
872,-0.03,0.11,0.02,3,6,33,0,0,0,0,5.0,1
873,-0.16,0.01,0.03,6,6,33,0,0,0,0,5.0,1
874,-0.01,-0.03,-0.04,6,6,33,0,0,0,0,5.0,1
875,-0.03,-0.01,-0.01,6,6,33,0,0,0,0,0.0,1
876,0.04,-0.03,0.0,6,6,33,0,0,0,0,5.0,1
877,-0.13,0.01,0.07,6,6,36,0,0,0,0,5.0,1
878,-0.16,-0.01,0.02,6,6,36,0,0,0,0,5.0,1
879,-0.1,0.0,0.02,6,6,36,0,0,0,0,5.0,1
880,-0.02,-0.06,0.05,6,6,36,0,0,0,0,5.0,1
881,-0.1,-0.06,0.03,6,6,36,0,0,0,0,0.0,1
882,-0.05,-0.09,-0.05,6,6,39,0,0,0,0,5.0,1
883,0.0,0.03,-0.06,6,6,39,0,0,0,0,5.0,1
884,-0.09,-0.05,0.01,6,6,39,0,0,0,0,0.0,1
885,0.05,0.01,-0.05,6,6,39,0,0,0,0,0.0,1
886,0.02,-0.01,0.0,6,6,39,0,0,0,0,5.0,1
887,0.07,0.07,0.05,6,6,42,0,0,0,0,0.0,1
888,0.03,0.07,-0.04,6,6,42,0,0,0,0,-5.0,1
889,-0.02,0.07,0.05,6,6,42,0,0,0,0,0.0,1
890,0.04,0.01,-0.02,6,6,42,0,0,0,0,0.0,1
891,0.02,0.03,-0.06,6,6,42,0,0,0,0,5.0,1
892,-0.09,0.04,0.01,6,6,42,0,0,0,0,0.0,1
893,0.05,0.06,0.08,6,6,42,0,0,0,0,0.0,1
894,-0.04,0.01,0.07,6,6,42,0,0,0,0,0.0,1
895,0.0,0.02,0.06,6,9,42,0,0,0,0,5.0,1
896,0.04,0.03,-0.05,6,9,42,0,0,0,0,5.0,1
897,-0.07,0.01,0.04,6,9,45,0,0,0,0,0.0,1
898,-0.05,-0.02,0.01,9,9,45,0,0,0,0,5.0,1
899,-0.12,-0.05,-0.08,9,9,45,0,0,0,0,0.0,1
900,-0.01,-0.04,0.03,9,9,45,0,0,0,0,0.0,1
901,-0.02,0.01,0.02,9,9,48,0,0,0,0,0.0,1
902,-0.12,0.03,-0.02,9,9,48,0,0,0,0,0.0,1
903,-0.01,0.01,0.02,9,9,51,0,0,0,0,0.0,1
904,-0.09,0.04,0.03,9,9,51,0,0,0,0,0.0,1
905,0.04,-0.07,0.03,9,9,51,0,0,0,0,0.0,1
906,0.03,-0.05,0.01,9,9,51,0,0,0,0,0.0,1
907,0.0,-0.02,0.03,9,9,51,0,0,0,0,0.0,1
908,-0.02,0.01,0.04,9,9,51,0,0,0,0,0.0,1
909,0.01,-0.02,0.05,9,9,54,0,0,0,0,0.0,1
910,-0.1,0.0,-0.03,9,9,54,0,0,0,0,0.0,1
911,0.0,-0.05,0.0,9,9,57,0,0,0,0,0.0,1
912,-0.03,-0.05,0.02,9,12,57,0,0,0,0,5.0,1
913,0.0,-0.01,0.04,12,12,57,0,0,0,0,0.0,1
914,-0.08,0.04,0.04,12,12,60,0,0,0,0,0.0,1
915,-0.05,-0.07,0.02,12,12,60,0,0,0,0,0.0,1
916,0.02,-0.05,0.03,12,12,60,0,0,0,0,0.0,1
917,-0.1,0.01,0.02,12,12,60,0,0,0,0,0.0,1
918,-0.08,-0.03,0.01,12,12,60,0,0,0,0,0.0,1
919,0.02,-0.04,-0.01,12,12,60,0,0,0,0,0.0,1
920,0.02,0.01,-0.03,12,12,60,0,0,0,0,0.0,1
921,-0.08,0.07,-0.01,12,12,60,0,0,0,0,0.0,1
922,0.03,-0.12,0.0,12,12,60,0,0,0,0,0.0,1
923,0.11,-0.02,-0.01,12,12,60,0,0,0,0,0.0,1
924,-0.13,0.0,0.04,12,12,63,0,0,0,0,0.0,1
925,0.01,0.04,0.07,12,12,63,0,0,0,0,0.0,1
926,-0.12,0.07,-0.02,12,12,66,0,0,0,0,0.0,1
927,0.1,0.04,-0.08,12,12,66,0,0,0,0,0.0,1
928,0.02,-0.08,0.09,12,12,66,0,0,0,0,0.0,1
929,0.05,0.05,0.03,12,12,66,0,0,0,0,0.0,1
930,-0.03,0.04,-0.07,12,15,66,0,0,0,0,0.0,1
931,-0.03,-0.01,0.0,12,15,69,0,0,0,0,5.0,1
932,0.08,0.0,0.02,12,15,69,0,0,0,0,0.0,1
933,0.02,-0.02,0.1,15,15,69,0,0,0,0,0.0,1
934,0.05,0.03,0.05,15,15,69,0,0,0,0,0.0,1
935,-0.05,-0.08,0.03,15,15,72,0,0,0,0,0.0,1
936,-0.01,0.06,0.11,15,15,72,0,0,0,0,0.0,1
937,-0.05,-0.05,-0.06,15,15,72,0,0,0,0,0.0,1
938,-0.14,0.01,-0.03,15,15,72,0,0,0,0,5.0,1
939,-0.07,-0.02,0.04,15,15,72,0,0,0,0,5.0,1
940,-0.04,0.07,0.01,15,15,72,0,0,0,0,0.0,1
941,-0.06,-0.03,0.05,15,15,72,0,0,0,0,0.0,1
942,0.08,-0.08,-0.04,15,15,75,0,0,0,0,0.0,1
943,-0.11,0.01,-0.01,15,15,75,0,0,0,0,0.0,1
944,-0.03,-0.05,-0.13,15,15,75,0,0,0,0,0.0,1
945,-0.05,-0.04,-0.01,15,15,75,0,0,0,0,0.0,1
946,0.04,-0.04,-0.07,15,15,75,0,0,0,0,0.0,1
947,0.01,-0.08,-0.06,15,15,78,0,0,0,0,0.0,1
948,0.06,0.0,0.06,15,15,78,0,0,0,0,0.0,1
949,0.1,0.08,0.03,15,15,78,0,0,0,0,0.0,1
950,-0.07,0.08,-0.01,15,15,78,0,0,0,0,0.0,1
951,-0.06,0.0,0.01,15,15,81,0,0,0,0,0.0,1
952,0.0,0.02,0.0,15,15,81,0,0,0,0,0.0,1
953,0.0,0.01,0.03,15,15,81,0,0,0,0,0.0,1
954,0.09,-0.03,-0.02,15,15,81,0,0,0,0,0.0,1
955,-0.06,0.06,-0.01,15,15,84,0,0,0,0,0.0,1
956,0.07,0.03,0.01,15,15,84,0,0,0,0,0.0,1
957,0.04,0.05,0.0,15,15,84,0,0,0,0,0.0,1
958,0.07,-0.04,0.0,15,15,84,0,0,0,0,0.0,1
959,-0.03,0.03,-0.01,15,15,84,0,0,0,0,0.0,1
960,0.05,-0.05,0.07,15,15,84,0,0,0,0,0.0,1
961,0.09,0.05,0.03,15,15,87,0,0,0,0,5.0,1
962,0.03,0.07,0.02,15,15,87,0,0,0,0,0.0,1
963,0.06,0.03,-0.09,15,15,87,0,0,0,0,0.0,1
964,0.05,-0.01,-0.01,15,15,87,0,0,0,0,0.0,1
965,0.06,0.06,-0.01,15,15,87,0,0,0,0,0.0,1
966,0.02,0.08,0.02,15,15,87,0,0,0,0,0.0,1
967,0.07,0.07,0.0,15,15,87,0,0,0,0,0.0,1
968,0.11,0.0,-0.02,15,15,87,0,0,0,0,0.0,1
969,0.01,0.03,0.05,15,15,87,0,0,0,0,0.0,1
970,-0.09,-0.02,0.11,15,15,87,0,0,0,0,0.0,1
971,-0.02,-0.1,0.12,15,15,87,0,0,0,0,0.0,1
972,-0.01,0.02,0.03,15,18,90,0,0,0,0,0.0,1
973,0.05,-0.04,0.05,15,18,90,0,0,0,0,0.0,1
974,0.06,0.01,0.0,15,18,90,0,0,0,0,0.0,1
975,0.05,0.02,0.02,15,18,90,0,0,0,0,0.0,1
976,0.07,-0.01,0.05,15,18,90,0,0,0,0,0.0,1
977,-0.03,-0.02,0.05,15,18,90,0,0,0,0,0.0,1
978,0.1,0.05,-0.06,15,18,90,0,0,0,0,0.0,1
979,0.04,-0.02,0.04,15,18,93,0,0,0,0,0.0,1
980,0.02,0.01,0.12,15,18,93,0,0,0,0,0.0,1
981,0.11,0.02,0.04,18,18,93,0,0,0,0,0.0,1
982,0.02,0.01,0.04,18,18,93,0,0,0,0,0.0,1
983,0.03,0.04,0.01,18,18,93,0,0,0,0,0.0,1
984,0.1,0.02,0.07,18,18,96,0,0,0,0,0.0,1
985,0.01,0.04,0.02,18,18,96,0,0,0,0,0.0,1
986,0.08,0.0,-0.06,18,18,96,0,0,0,0,0.0,1
987,0.13,-0.06,0.08,18,18,96,0,0,0,0,0.0,1
988,0.06,-0.01,0.08,18,18,96,0,0,0,0,0.0,1
989,0.02,-0.05,-0.03,18,18,96,0,0,0,0,0.0,1
990,0.06,-0.06,0.04,18,18,96,0,0,0,0,0.0,1
991,0.0,-0.01,0.06,18,18,96,0,0,0,0,0.0,1
